dish_id,actual_ingredients,predicted_ingredients,actual_cal,pred_cal,cal_error,actual_fat,pred_fat,fat_error,actual_carb,pred_carb,carb_error,actual_prot,pred_prot,prot_error
dish_1559238993,berries,,62,68,6,0.3,1,0.7,15.1,15.9,0.7,0.8,0.5,0.2
dish_1558639849,carrot,,23,18,5,0.1,-0.4,0.5,5.7,6.8,1.1,0.5,-0.6,1.1
dish_1561574815,olive oil; blueberries; vinaigrette; walnuts; salt; cucumbers; onions; olives; feta cheese; arugula; vinegar; chard; pepper; cherry tomatoes; bell peppers; lettuce; mustard,salt; olive oil; vinegar; garlic; mustard,75,122,47,6.6,5.9,0.8,3.2,11.8,8.5,1.7,6.4,4.8
dish_1558639555,cantaloupe; corn on the cob; carrot; apple,cantaloupe,156,140,16,1.3,4,2.7,38.2,25.3,12.8,2.7,3.7,0.9
dish_1563551134,bagels; cream cheese; egg whites,,247,280,33,6,14.2,8.2,29.7,20.3,9.4,16.8,20.1,3.3
dish_1558376874,almonds,almonds,335,331,4,28.7,17.7,11,13.2,23.9,10.7,13,22.8,9.8
dish_1565638599,parmesan cheese; arugula; white rice; garlic; parsley; onions; olive oil; green beans; pork; wheat berry; spinach (raw); chicken breast; cherry tomatoes; quinoa; salt; rosemary; zucchini; thyme,salt; olive oil; garlic; pepper; onions,369,403,34,15.8,21.4,5.7,23.1,25.2,2.1,32.9,30.6,2.2
dish_1566502472,sun dried tomatoes; garlic; olive oil; mustard; cucumbers; vinegar; spinach (raw); onions; corn on the cob; salt,salt; olive oil; vinegar; garlic; onions,133,79,54,7.7,3.2,4.5,15.9,10.5,5.4,3.4,3.1,0.4
dish_1562691000,olive oil; pineapple; berries; broccoli; scrambled eggs,olive oil; salt,327,397,70,17.6,21.3,3.8,27.2,23.5,3.6,16.6,31,14.5
dish_1563389600,grilled chicken; cherry tomatoes,,451,257,195,29,13,16.1,2.9,19.4,16.4,44.5,17.9,26.6
dish_1561662926,millet; rosemary; parsley; brown rice; lemon juice; vinegar; corn on the cob; garlic; salt; apple; chicken; chard; onions; basil; olive oil; mixed greens; carrot; chive,salt; olive oil; garlic; lemon juice; pepper,288,298,10,9.3,15.5,6.2,11.1,21.4,10.3,39.2,21.1,18
dish_1565898402,garlic; salmon; green beans; vinegar; ginger; jalapenos; spinach (raw); onions; lime; shallots; cilantro; millet; bok choy; spinach (cooked); brown rice; beef; olive oil; lemon juice; salt; chili,salt; olive oil; garlic; vinegar; lemon juice,385,367,17,19.5,20.2,0.6,9.5,21.1,11.6,39.4,28.3,11.1
dish_1566851677,quinoa; broccoli; salt; arugula; parsley; lemon juice; garlic; olive oil; caesar salad; thyme; shallots; cheese pizza,salt; olive oil; garlic; lemon juice; onions,355,496,141,12.6,26.5,13.8,45.3,29.6,15.8,16.5,38.9,22.3
dish_1565020895,olive oil; bacon; egg whites; berries; milk; chia seeds; greek yogurt; sweet potato,olive oil,348,333,15,10.2,16.7,6.5,43.4,25.6,17.8,21,23.3,2.3
dish_1565035746,onions; cauliflower,olive oil,43,122,78,0.4,5.6,5.3,9,12.8,3.8,2.4,6.3,3.9
dish_1561663580,chicken; chard; brown rice; salt; parsley; olive oil; rosemary; basil; lemon juice; chive; garlic; carrot,olive oil; salt; garlic; pepper; lemon juice,432,410,23,9.8,21.8,11.9,31.3,25.3,6,51.4,31.4,20.1
dish_1557862345,chicken,,104,45,59,2.3,2,0.3,0,4.9,4.9,19.5,2.2,17.3
dish_1562774180,cantaloupe; raspberries; blackberries; mixed greens; roasted potatoes; granola; vinaigrette; berries,olive oil; salt,164,107,57,6.5,3.9,2.6,24.9,16.4,8.5,3,3.5,0.5
dish_1563565354,shallots; fish; corn on the cob; mushroom; ground turkey; cream; olive oil; thyme; onions; lemon juice; salt; parsley; carrot; white rice; cherry tomatoes; eggs; chard; wheat berry; kale; celery; chive; garlic,salt; olive oil; garlic; lemon juice; pepper,272,192,80,15.8,9.5,6.3,23,16.8,6.2,20,11.6,8.4
dish_1558718587,cauliflower,cauliflower,10,16,6,0.1,0.3,0.2,2,3.7,1.6,0.7,0.2,0.6
dish_1558110436,yam,,86,88,3,0.1,3.1,3,20.3,14.1,6.2,1.1,2.6,1.5
dish_1564588889,egg whites; blueberries; greek yogurt; chia seeds; milk,olive oil,234,283,49,5,14,9,22.4,22.9,0.5,24.1,19.3,4.7
dish_1562009934,quinoa; mixed greens; garlic; parsley; mustard; lemon juice; brown rice; arugula; vinegar; olives; shallots; pears; salt; goat cheese; thyme; olive oil,salt; olive oil; garlic; lemon juice; onions,435,537,102,15.6,29.8,14.2,62.2,26.9,35.3,12.7,43.9,31.2
dish_1562690917,broccoli; olive oil; berries,olive oil; salt,69,145,76,1.3,5.8,4.5,14.4,18.8,4.4,1.5,6.5,5
dish_1557937574,blackberries,,6,39,34,0.1,1.5,1.4,1.2,6.2,5,0.2,1.1,0.9
dish_1564773826,cherry tomatoes,,10,33,22,0.1,1.3,1.2,2.2,5,2.8,0.5,1,0.5
dish_1563984167,egg whites; cantaloupe,egg whites; sweet potato; cauliflower,292,257,35,1.2,13.1,11.9,14.2,17.7,3.5,48.3,19.3,29
dish_1563566939,vinegar; blueberries; wild rice; pecans; chard; arugula; mustard; olive oil; garlic; salt,salt; olive oil; vinegar; garlic; mustard,286,340,54,6.8,17.4,10.6,48.9,25.8,23.1,10.5,22.9,12.4
dish_1563221054,chicken breast; cherry tomatoes; vinegar; white rice; pork; wheat berry; spinach (raw); onions; zucchini; parsley; rosemary; olive oil; parmesan cheese; thyme; mustard; arugula; cranberries; garlic; salt; apple,salt; olive oil; garlic; vinegar; pepper,299,411,112,17.9,22.5,4.6,6.5,23.1,16.5,26.9,31.9,5
dish_1558375886,almonds; sausage; grapes,almonds; grapes,1051,818,232,84.2,45,39.2,42.8,46.9,4.2,44.9,63.7,18.8
dish_1560975628,broccoli; hominy; olive oil; bell peppers; garlic; parsley; caesar salad; jalapenos; cabbage; wheat berry; tomatoes; chili; lime; salt; cheese pizza; lemon juice; chicken thighs,salt; olive oil; garlic; lemon juice; pepper,348,417,69,12.5,21.9,9.5,32.4,26.7,5.7,27.6,31.7,4.1
dish_1559578579,bacon; strawberries,,143,112,30,9.8,4.5,5.3,4.7,15.4,10.7,8.9,4.5,4.4
dish_1563221157,salt; broccoli; lime; onions; olive oil; rosemary; vinegar; parmesan cheese; spinach (raw); sour cream; corn; parsley; zucchini; thyme; black beans; white rice; cheese; apple; chicken breast; garlic; cranberries; arugula; tortilla chips; wheat berry; pork; cherry tomatoes; chili; mustard; tomatoes,salt; olive oil; garlic; vinegar; onions,418,501,83,21.5,27.8,6.3,24,25.5,1.6,33.8,40.6,6.8
dish_1559934477,caesar salad,olive oil,25,32,7,1.2,1.1,0.1,2.5,5.3,2.9,1.8,0.9,0.9
dish_1565810969,spinach (raw),,5,23,19,0.1,1,1,0.7,2.8,2,0.6,1,0.4
dish_1564687013,fish; onions; steak; ketchup; vinegar; spinach (raw); white rice; kale; jalapenos; bell peppers; cilantro; lime; millet; olive oil; shallots; salt,salt; olive oil; garlic; pepper; lemon juice,331,384,53,26.9,20.7,6.2,14.7,23.5,8.8,32.2,28.8,3.4
dish_1562172561,egg whites,cauliflower; egg whites,151,134,17,0.6,6.9,6.3,2,10.4,8.3,29,9,20
dish_1558114145,grapes,,57,48,9,0.2,1.9,1.7,14.9,7.1,7.8,0.6,1.4,0.8
dish_1566414291,olive oil; roasted potatoes; quinoa,olive oil; salt; garlic; pepper; lemon juice,345,447,102,14.8,24,9.2,46,27.6,18.4,7,33.8,26.7
dish_1561147997,chard; vinegar; arugula; blueberries; olive oil; cheese pizza; almonds; salt; raspberries; mustard; zucchini; carrot,salt; olive oil; garlic; vinegar; onions,185,159,26,8.6,7,1.6,20.6,17.5,3.2,7.1,8.1,1.1
dish_1565894858,cookies,,133,90,43,6.8,3.5,3.3,17.5,13.7,3.9,1.4,2.7,1.3
dish_1565034605,lettuce; mixed greens; lime; olive oil; vinegar; cucumbers; onions; pepper; salt; cherry tomatoes,olive oil; salt,52,51,1,5,2.2,2.7,1.9,6.7,4.7,0.7,2,1.3
dish_1563897981,scrambled eggs; bacon,olive oil,244,222,22,18.3,11.7,6.6,2.2,16.1,13.9,16.5,15,1.5
dish_1567107839,bell peppers; cilantro; lime; onions; kale; salt; olive oil; ketchup; jalapenos; fish; shallots; white rice,olive oil; salt; garlic; pepper; lemon juice,174,218,43,16.5,11.4,5,12,15.8,3.8,18.8,14.9,3.9
dish_1566849895,olives; carrot,cherry tomatoes,112,63,49,7.3,2.9,4.4,12.8,6.7,6.1,1.3,3.1,1.8
dish_1559850283,almonds,almonds,272,304,32,23.3,15.8,7.4,10.7,24,13.3,10.5,19.9,9.4
dish_1562099076,olive oil; pepper; cheese pizza; salt; carrot,olive oil,110,107,4,3.8,4.5,0.7,14.8,14,0.7,4.4,4.2,0.1
dish_1563295044,yam; sweet potato; pineapple; olive oil; bacon,,242,232,9,12.2,10.6,1.6,25.8,25.1,0.8,7.9,12.4,4.4
dish_1563909550,cucumbers; mustard; mustard greens; olive oil; garlic; green beans; tomatoes; salt; fried rice; vinegar; spinach (raw),olive oil; salt; vinegar; garlic; pepper,310,328,18,11.9,17.7,5.8,44.7,20.6,24.1,8.6,24.3,15.7
dish_1558114209,cantaloupe,,31,31,1,0.2,0,0.2,7.2,9.2,2,0.7,-0.4,1.1
dish_1563208439,raspberries; chicken apple sausage,,93,267,175,4.3,13.4,9.1,8,23.5,15.5,6.1,16.2,10
dish_1558635523,white rice,,56,46,10,0.1,1.9,1.8,12,6.5,5.5,1.2,1.6,0.5
dish_1562690950,pineapple; broccoli; berries; olive oil,olive oil; salt,109,194,85,1.4,8.6,7.2,24.8,21.4,3.4,1.9,10.3,8.5
dish_1558461792,grapes; spinach (raw); cherry tomatoes; almonds,,331,205,126,20.2,9.6,10.6,34.5,21.2,13.3,10.5,11.3,0.7
dish_1562700568,fish; pepper; arugula; lemon juice; parsley; snow peas; mixed greens; chive; salt; corn; cauliflower; apple; millet; lentils; vinegar; olive oil; onions; artichokes; garlic,olive oil; salt; garlic; pepper; lemon juice,247,363,117,21.8,19.6,2.2,16.7,21.7,5,23.6,28,4.5
dish_1564686966,ketchup; millet; salt; bell peppers; olive oil; spinach (raw); steak; vinegar; onions,olive oil; salt; garlic,153,219,66,10.1,11.2,1.1,2.5,18.1,15.6,13.1,13.6,0.5
dish_1565035774,onions; cauliflower; bell peppers,olive oil; salt,58,150,92,0.4,7.3,6.9,12.2,13.8,1.6,3.1,8.6,5.5
